TIME	TEMP	VCCINT	VCCBRAM	VCCAUX	VP	VN	VAUXP[0]	VAUXN[0]	VAUXP[1]	VAUXN[1]	VAUXP[2]	VAUXN[2]	VAUXP[3]	VAUXN[3]	VAUXP[4]	VAUXN[4]	VAUXP[5]	VAUXN[5]	VAUXP[6]	VAUXN[6]	VAUXP[7]	VAUXN[7]	VAUXP[8]	VAUXN[8]	VAUXP[9]	VAUXN[9]	VAUXP[10]	VAUXN[10]	VAUXP[11]	VAUXN[11]	VAUXP[12]	VAUXN[12]	VAUXP[13]	VAUXN[13]	VAUXP[14]	VAUXN[14]	VAUXP[15]	VAUXN[15]	
428220	63	1.02	1.02	1.8	0.87	0	0.9169	0	0.7564	0	0.87	0	0.87	0	0.87	0	0.87	0	0.87	0	0.9169	0	0.2248	0	0.87	0	0.87	0	0.87	0	0.87	0	0.87	0	0.87	0	0.87	0	//
429440	63	1.02	1.02	1.8	0.87	0	0.9151	0	0.7571	0	0.87	0	0.87	0	0.87	0	0.87	0	0.87	0	0.9151	0	0.2222	0	0.87	0	0.87	0	0.87	0	0.87	0	0.87	0	0.87	0	0.87	0	//
430660	63	1.02	1.02	1.8	0.87	0	0.9134	0	0.7578	0	0.87	0	0.87	0	0.87	0	0.87	0	0.87	0	0.9134	0	0.2197	0	0.87	0	0.87	0	0.87	0	0.87	0	0.87	0	0.87	0	0.87	0	//
431880	63	1.02	1.02	1.8	0.87	0	0.9117	0	0.7584	0	0.87	0	0.87	0	0.87	0	0.87	0	0.87	0	0.9117	0	0.2171	0	0.87	0	0.87	0	0.87	0	0.87	0	0.87	0	0.87	0	0.87	0	//
433100	63	1.02	1.02	1.8	0.87	0	0.9099	0	0.7591	0	0.87	0	0.87	0	0.87	0	0.87	0	0.87	0	0.9099	0	0.2146	0	0.87	0	0.87	0	0.87	0	0.87	0	0.87	0	0.87	0	0.87	0	//
434320	63	1.02	1.02	1.8	0.86	0	0.9082	0	0.7597	0	0.86	0	0.86	0	0.86	0	0.86	0	0.86	0	0.9082	0	0.2121	0	0.86	0	0.86	0	0.86	0	0.86	0	0.86	0	0.86	0	0.86	0	//
435540	63	1.02	1.02	1.8	0.86	0	0.9064	0	0.7604	0	0.86	0	0.86	0	0.86	0	0.86	0	0.86	0	0.9064	0	0.2096	0	0.86	0	0.86	0	0.86	0	0.86	0	0.86	0	0.86	0	0.86	0	//
436760	63	1.02	1.02	1.8	0.86	0	0.9046	0	0.761	0	0.86	0	0.86	0	0.86	0	0.86	0	0.86	0	0.9046	0	0.2071	0	0.86	0	0.86	0	0.86	0	0.86	0	0.86	0	0.86	0	0.86	0	//
437980	63	1.02	1.02	1.8	0.86	0	0.9028	0	0.7617	0	0.86	0	0.86	0	0.86	0	0.86	0	0.86	0	0.9028	0	0.2046	0	0.86	0	0.86	0	0.86	0	0.86	0	0.86	0	0.86	0	0.86	0	//
439200	63	1.02	1.02	1.8	0.85	0	0.901	0	0.7624	0	0.85	0	0.85	0	0.85	0	0.85	0	0.85	0	0.901	0	0.2022	0	0.85	0	0.85	0	0.85	0	0.85	0	0.85	0	0.85	0	0.85	0	//
440420	63	1.02	1.02	1.8	0.85	0	0.8991	0	0.763	0	0.85	0	0.85	0	0.85	0	0.85	0	0.85	0	0.8991	0	0.1997	0	0.85	0	0.85	0	0.85	0	0.85	0	0.85	0	0.85	0	0.85	0	//
441640	63	1.02	1.02	1.8	0.85	0	0.8973	0	0.7637	0	0.85	0	0.85	0	0.85	0	0.85	0	0.85	0	0.8973	0	0.1972	0	0.85	0	0.85	0	0.85	0	0.85	0	0.85	0	0.85	0	0.85	0	//
442860	63	1.02	1.02	1.8	0.85	0	0.8954	0	0.7643	0	0.85	0	0.85	0	0.85	0	0.85	0	0.85	0	0.8954	0	0.1948	0	0.85	0	0.85	0	0.85	0	0.85	0	0.85	0	0.85	0	0.85	0	//
444080	63	1.02	1.02	1.8	0.85	0	0.8935	0	0.765	0	0.85	0	0.85	0	0.85	0	0.85	0	0.85	0	0.8935	0	0.1924	0	0.85	0	0.85	0	0.85	0	0.85	0	0.85	0	0.85	0	0.85	0	//
445300	63	1.02	1.02	1.8	0.84	0	0.8916	0	0.7656	0	0.84	0	0.84	0	0.84	0	0.84	0	0.84	0	0.8916	0	0.19	0	0.84	0	0.84	0	0.84	0	0.84	0	0.84	0	0.84	0	0.84	0	//
446520	63	1.02	1.02	1.8	0.84	0	0.8897	0	0.7663	0	0.84	0	0.84	0	0.84	0	0.84	0	0.84	0	0.8897	0	0.1876	0	0.84	0	0.84	0	0.84	0	0.84	0	0.84	0	0.84	0	0.84	0	//
447740	63	1.02	1.02	1.8	0.84	0	0.8878	0	0.7669	0	0.84	0	0.84	0	0.84	0	0.84	0	0.84	0	0.8878	0	0.1852	0	0.84	0	0.84	0	0.84	0	0.84	0	0.84	0	0.84	0	0.84	0	//
448960	63	1.02	1.02	1.8	0.84	0	0.8858	0	0.7676	0	0.84	0	0.84	0	0.84	0	0.84	0	0.84	0	0.8858	0	0.1828	0	0.84	0	0.84	0	0.84	0	0.84	0	0.84	0	0.84	0	0.84	0	//
450180	63	1.02	1.02	1.8	0.83	0	0.8838	0	0.7682	0	0.83	0	0.83	0	0.83	0	0.83	0	0.83	0	0.8838	0	0.1804	0	0.83	0	0.83	0	0.83	0	0.83	0	0.83	0	0.83	0	0.83	0	//
451400	63	1.02	1.02	1.8	0.83	0	0.8819	0	0.7689	0	0.83	0	0.83	0	0.83	0	0.83	0	0.83	0	0.8819	0	0.1781	0	0.83	0	0.83	0	0.83	0	0.83	0	0.83	0	0.83	0	0.83	0	//
452620	63	1.02	1.02	1.8	0.83	0	0.8799	0	0.7695	0	0.83	0	0.83	0	0.83	0	0.83	0	0.83	0	0.8799	0	0.1757	0	0.83	0	0.83	0	0.83	0	0.83	0	0.83	0	0.83	0	0.83	0	//
453840	63	1.02	1.02	1.8	0.83	0	0.8779	0	0.7701	0	0.83	0	0.83	0	0.83	0	0.83	0	0.83	0	0.8779	0	0.1734	0	0.83	0	0.83	0	0.83	0	0.83	0	0.83	0	0.83	0	0.83	0	//
455060	63	1.02	1.02	1.8	0.82	0	0.8759	0	0.7708	0	0.82	0	0.82	0	0.82	0	0.82	0	0.82	0	0.8759	0	0.1711	0	0.82	0	0.82	0	0.82	0	0.82	0	0.82	0	0.82	0	0.82	0	//
456280	63	1.02	1.02	1.8	0.82	0	0.8738	0	0.7714	0	0.82	0	0.82	0	0.82	0	0.82	0	0.82	0	0.8738	0	0.1688	0	0.82	0	0.82	0	0.82	0	0.82	0	0.82	0	0.82	0	0.82	0	//
457500	63	1.02	1.02	1.8	0.82	0	0.8718	0	0.7721	0	0.82	0	0.82	0	0.82	0	0.82	0	0.82	0	0.8718	0	0.1665	0	0.82	0	0.82	0	0.82	0	0.82	0	0.82	0	0.82	0	0.82	0	//
458720	63	1.02	1.02	1.8	0.82	0	0.8697	0	0.7727	0	0.82	0	0.82	0	0.82	0	0.82	0	0.82	0	0.8697	0	0.1642	0	0.82	0	0.82	0	0.82	0	0.82	0	0.82	0	0.82	0	0.82	0	//
459940	63	1.02	1.02	1.8	0.81	0	0.8676	0	0.7734	0	0.81	0	0.81	0	0.81	0	0.81	0	0.81	0	0.8676	0	0.162	0	0.81	0	0.81	0	0.81	0	0.81	0	0.81	0	0.81	0	0.81	0	//
461160	63	1.02	1.02	1.8	0.81	0	0.8656	0	0.774	0	0.81	0	0.81	0	0.81	0	0.81	0	0.81	0	0.8656	0	0.1597	0	0.81	0	0.81	0	0.81	0	0.81	0	0.81	0	0.81	0	0.81	0	//
462380	63	1.02	1.02	1.8	0.81	0	0.8635	0	0.7746	0	0.81	0	0.81	0	0.81	0	0.81	0	0.81	0	0.8635	0	0.1575	0	0.81	0	0.81	0	0.81	0	0.81	0	0.81	0	0.81	0	0.81	0	//
463600	63	1.02	1.02	1.8	0.81	0	0.8613	0	0.7753	0	0.81	0	0.81	0	0.81	0	0.81	0	0.81	0	0.8613	0	0.1552	0	0.81	0	0.81	0	0.81	0	0.81	0	0.81	0	0.81	0	0.81	0	//
464820	63	1.02	1.02	1.8	0.8	0	0.8592	0	0.7759	0	0.8	0	0.8	0	0.8	0	0.8	0	0.8	0	0.8592	0	0.153	0	0.8	0	0.8	0	0.8	0	0.8	0	0.8	0	0.8	0	0.8	0	//
466040	63	1.02	1.02	1.8	0.8	0	0.8571	0	0.7766	0	0.8	0	0.8	0	0.8	0	0.8	0	0.8	0	0.8571	0	0.1508	0	0.8	0	0.8	0	0.8	0	0.8	0	0.8	0	0.8	0	0.8	0	//
467260	63	1.02	1.02	1.8	0.8	0	0.8549	0	0.7772	0	0.8	0	0.8	0	0.8	0	0.8	0	0.8	0	0.8549	0	0.1486	0	0.8	0	0.8	0	0.8	0	0.8	0	0.8	0	0.8	0	0.8	0	//
468480	63	1.02	1.02	1.8	0.8	0	0.8527	0	0.7778	0	0.8	0	0.8	0	0.8	0	0.8	0	0.8	0	0.8527	0	0.1464	0	0.8	0	0.8	0	0.8	0	0.8	0	0.8	0	0.8	0	0.8	0	//
469700	63	1.02	1.02	1.8	0.79	0	0.8506	0	0.7785	0	0.79	0	0.79	0	0.79	0	0.79	0	0.79	0	0.8506	0	0.1443	0	0.79	0	0.79	0	0.79	0	0.79	0	0.79	0	0.79	0	0.79	0	//
470920	63	1.02	1.02	1.8	0.79	0	0.8484	0	0.7791	0	0.79	0	0.79	0	0.79	0	0.79	0	0.79	0	0.8484	0	0.1421	0	0.79	0	0.79	0	0.79	0	0.79	0	0.79	0	0.79	0	0.79	0	//
472140	63	1.02	1.02	1.8	0.79	0	0.8461	0	0.7798	0	0.79	0	0.79	0	0.79	0	0.79	0	0.79	0	0.8461	0	0.14	0	0.79	0	0.79	0	0.79	0	0.79	0	0.79	0	0.79	0	0.79	0	//
473360	63	1.02	1.02	1.8	0.78	0	0.8439	0	0.7804	0	0.78	0	0.78	0	0.78	0	0.78	0	0.78	0	0.8439	0	0.1379	0	0.78	0	0.78	0	0.78	0	0.78	0	0.78	0	0.78	0	0.78	0	//
474580	63	1.02	1.02	1.8	0.78	0	0.8417	0	0.781	0	0.78	0	0.78	0	0.78	0	0.78	0	0.78	0	0.8417	0	0.1358	0	0.78	0	0.78	0	0.78	0	0.78	0	0.78	0	0.78	0	0.78	0	//
475800	63	1.02	1.02	1.8	0.78	0	0.8394	0	0.7817	0	0.78	0	0.78	0	0.78	0	0.78	0	0.78	0	0.8394	0	0.1337	0	0.78	0	0.78	0	0.78	0	0.78	0	0.78	0	0.78	0	0.78	0	//
477020	63	1.02	1.02	1.8	0.78	0	0.8372	0	0.7823	0	0.78	0	0.78	0	0.78	0	0.78	0	0.78	0	0.8372	0	0.1316	0	0.78	0	0.78	0	0.78	0	0.78	0	0.78	0	0.78	0	0.78	0	//
478240	63	1.02	1.02	1.8	0.77	0	0.8349	0	0.7829	0	0.77	0	0.77	0	0.77	0	0.77	0	0.77	0	0.8349	0	0.1295	0	0.77	0	0.77	0	0.77	0	0.77	0	0.77	0	0.77	0	0.77	0	//
479460	63	1.02	1.02	1.8	0.77	0	0.8326	0	0.7836	0	0.77	0	0.77	0	0.77	0	0.77	0	0.77	0	0.8326	0	0.1275	0	0.77	0	0.77	0	0.77	0	0.77	0	0.77	0	0.77	0	0.77	0	//
480680	63	1.02	1.02	1.8	0.77	0	0.8303	0	0.7842	0	0.77	0	0.77	0	0.77	0	0.77	0	0.77	0	0.8303	0	0.1254	0	0.77	0	0.77	0	0.77	0	0.77	0	0.77	0	0.77	0	0.77	0	//
481900	63	1.02	1.02	1.8	0.77	0	0.828	0	0.7848	0	0.77	0	0.77	0	0.77	0	0.77	0	0.77	0	0.828	0	0.1234	0	0.77	0	0.77	0	0.77	0	0.77	0	0.77	0	0.77	0	0.77	0	//
483120	63	1.02	1.02	1.8	0.76	0	0.8257	0	0.7855	0	0.76	0	0.76	0	0.76	0	0.76	0	0.76	0	0.8257	0	0.1214	0	0.76	0	0.76	0	0.76	0	0.76	0	0.76	0	0.76	0	0.76	0	//
484340	63	1.02	1.02	1.8	0.76	0	0.8233	0	0.7861	0	0.76	0	0.76	0	0.76	0	0.76	0	0.76	0	0.8233	0	0.1194	0	0.76	0	0.76	0	0.76	0	0.76	0	0.76	0	0.76	0	0.76	0	//
485560	63	1.02	1.02	1.8	0.76	0	0.821	0	0.7867	0	0.76	0	0.76	0	0.76	0	0.76	0	0.76	0	0.821	0	0.1174	0	0.76	0	0.76	0	0.76	0	0.76	0	0.76	0	0.76	0	0.76	0	//
486780	63	1.02	1.02	1.8	0.75	0	0.8186	0	0.7873	0	0.75	0	0.75	0	0.75	0	0.75	0	0.75	0	0.8186	0	0.1154	0	0.75	0	0.75	0	0.75	0	0.75	0	0.75	0	0.75	0	0.75	0	//
488000	63	1.02	1.02	1.8	0.75	0	0.8163	0	0.788	0	0.75	0	0.75	0	0.75	0	0.75	0	0.75	0	0.8163	0	0.1135	0	0.75	0	0.75	0	0.75	0	0.75	0	0.75	0	0.75	0	0.75	0	//
489220	63	1.02	1.02	1.8	0.75	0	0.8139	0	0.7886	0	0.75	0	0.75	0	0.75	0	0.75	0	0.75	0	0.8139	0	0.1116	0	0.75	0	0.75	0	0.75	0	0.75	0	0.75	0	0.75	0	0.75	0	//
490440	63	1.02	1.02	1.8	0.75	0	0.8115	0	0.7892	0	0.75	0	0.75	0	0.75	0	0.75	0	0.75	0	0.8115	0	0.1096	0	0.75	0	0.75	0	0.75	0	0.75	0	0.75	0	0.75	0	0.75	0	//
491660	63	1.02	1.02	1.8	0.74	0	0.8091	0	0.7898	0	0.74	0	0.74	0	0.74	0	0.74	0	0.74	0	0.8091	0	0.1077	0	0.74	0	0.74	0	0.74	0	0.74	0	0.74	0	0.74	0	0.74	0	//
492880	63	1.02	1.02	1.8	0.74	0	0.8067	0	0.7905	0	0.74	0	0.74	0	0.74	0	0.74	0	0.74	0	0.8067	0	0.1058	0	0.74	0	0.74	0	0.74	0	0.74	0	0.74	0	0.74	0	0.74	0	//
494100	63	1.02	1.02	1.8	0.74	0	0.8042	0	0.7911	0	0.74	0	0.74	0	0.74	0	0.74	0	0.74	0	0.8042	0	0.1039	0	0.74	0	0.74	0	0.74	0	0.74	0	0.74	0	0.74	0	0.74	0	//
495320	63	1.02	1.02	1.8	0.73	0	0.8018	0	0.7917	0	0.73	0	0.73	0	0.73	0	0.73	0	0.73	0	0.8018	0	0.1021	0	0.73	0	0.73	0	0.73	0	0.73	0	0.73	0	0.73	0	0.73	0	//
496540	63	1.02	1.02	1.8	0.73	0	0.7993	0	0.7923	0	0.73	0	0.73	0	0.73	0	0.73	0	0.73	0	0.7993	0	0.1002	0	0.73	0	0.73	0	0.73	0	0.73	0	0.73	0	0.73	0	0.73	0	//
497760	63	1.02	1.02	1.8	0.73	0	0.7969	0	0.793	0	0.73	0	0.73	0	0.73	0	0.73	0	0.73	0	0.7969	0	0.0984	0	0.73	0	0.73	0	0.73	0	0.73	0	0.73	0	0.73	0	0.73	0	//
498980	63	1.02	1.02	1.8	0.73	0	0.7944	0	0.7936	0	0.73	0	0.73	0	0.73	0	0.73	0	0.73	0	0.7944	0	0.0966	0	0.73	0	0.73	0	0.73	0	0.73	0	0.73	0	0.73	0	0.73	0	//
500200	63	1.02	1.02	1.8	0.72	0	0.7919	0	0.7942	0	0.72	0	0.72	0	0.72	0	0.72	0	0.72	0	0.7919	0	0.0948	0	0.72	0	0.72	0	0.72	0	0.72	0	0.72	0	0.72	0	0.72	0	//
501420	63	1.02	1.02	1.8	0.72	0	0.7894	0	0.7948	0	0.72	0	0.72	0	0.72	0	0.72	0	0.72	0	0.7894	0	0.093	0	0.72	0	0.72	0	0.72	0	0.72	0	0.72	0	0.72	0	0.72	0	//
502640	63	1.02	1.02	1.8	0.72	0	0.7869	0	0.7954	0	0.72	0	0.72	0	0.72	0	0.72	0	0.72	0	0.7869	0	0.0912	0	0.72	0	0.72	0	0.72	0	0.72	0	0.72	0	0.72	0	0.72	0	//
503860	63	1.02	1.02	1.8	0.71	0	0.7844	0	0.7961	0	0.71	0	0.71	0	0.71	0	0.71	0	0.71	0	0.7844	0	0.0894	0	0.71	0	0.71	0	0.71	0	0.71	0	0.71	0	0.71	0	0.71	0	//
505080	63	1.02	1.02	1.8	0.71	0	0.7818	0	0.7967	0	0.71	0	0.71	0	0.71	0	0.71	0	0.71	0	0.7818	0	0.0877	0	0.71	0	0.71	0	0.71	0	0.71	0	0.71	0	0.71	0	0.71	0	//
506300	63	1.02	1.02	1.8	0.71	0	0.7793	0	0.7973	0	0.71	0	0.71	0	0.71	0	0.71	0	0.71	0	0.7793	0	0.086	0	0.71	0	0.71	0	0.71	0	0.71	0	0.71	0	0.71	0	0.71	0	//
507520	63	1.02	1.02	1.8	0.71	0	0.7767	0	0.7979	0	0.71	0	0.71	0	0.71	0	0.71	0	0.71	0	0.7767	0	0.0843	0	0.71	0	0.71	0	0.71	0	0.71	0	0.71	0	0.71	0	0.71	0	//
508740	63	1.02	1.02	1.8	0.7	0	0.7742	0	0.7985	0	0.7	0	0.7	0	0.7	0	0.7	0	0.7	0	0.7742	0	0.0826	0	0.7	0	0.7	0	0.7	0	0.7	0	0.7	0	0.7	0	0.7	0	//
509960	63	1.02	1.02	1.8	0.7	0	0.7716	0	0.7991	0	0.7	0	0.7	0	0.7	0	0.7	0	0.7	0	0.7716	0	0.0809	0	0.7	0	0.7	0	0.7	0	0.7	0	0.7	0	0.7	0	0.7	0	//
511180	63	1.02	1.02	1.8	0.7	0	0.769	0	0.7998	0	0.7	0	0.7	0	0.7	0	0.7	0	0.7	0	0.769	0	0.0792	0	0.7	0	0.7	0	0.7	0	0.7	0	0.7	0	0.7	0	0.7	0	//
512400	63	1.02	1.02	1.8	0.69	0	0.7664	0	0.8004	0	0.69	0	0.69	0	0.69	0	0.69	0	0.69	0	0.7664	0	0.0776	0	0.69	0	0.69	0	0.69	0	0.69	0	0.69	0	0.69	0	0.69	0	//
513620	63	1.02	1.02	1.8	0.69	0	0.7638	0	0.801	0	0.69	0	0.69	0	0.69	0	0.69	0	0.69	0	0.7638	0	0.0759	0	0.69	0	0.69	0	0.69	0	0.69	0	0.69	0	0.69	0	0.69	0	//
514840	63	1.02	1.02	1.8	0.69	0	0.7612	0	0.8016	0	0.69	0	0.69	0	0.69	0	0.69	0	0.69	0	0.7612	0	0.0743	0	0.69	0	0.69	0	0.69	0	0.69	0	0.69	0	0.69	0	0.69	0	//
516060	63	1.02	1.02	1.8	0.68	0	0.7586	0	0.8022	0	0.68	0	0.68	0	0.68	0	0.68	0	0.68	0	0.7586	0	0.0727	0	0.68	0	0.68	0	0.68	0	0.68	0	0.68	0	0.68	0	0.68	0	//
517280	63	1.02	1.02	1.8	0.68	0	0.756	0	0.8028	0	0.68	0	0.68	0	0.68	0	0.68	0	0.68	0	0.756	0	0.0711	0	0.68	0	0.68	0	0.68	0	0.68	0	0.68	0	0.68	0	0.68	0	//
518500	63	1.02	1.02	1.8	0.68	0	0.7533	0	0.8034	0	0.68	0	0.68	0	0.68	0	0.68	0	0.68	0	0.7533	0	0.0696	0	0.68	0	0.68	0	0.68	0	0.68	0	0.68	0	0.68	0	0.68	0	//
519720	63	1.02	1.02	1.8	0.68	0	0.7507	0	0.804	0	0.68	0	0.68	0	0.68	0	0.68	0	0.68	0	0.7507	0	0.068	0	0.68	0	0.68	0	0.68	0	0.68	0	0.68	0	0.68	0	0.68	0	//
520940	63	1.02	1.02	1.8	0.67	0	0.748	0	0.8046	0	0.67	0	0.67	0	0.67	0	0.67	0	0.67	0	0.748	0	0.0665	0	0.67	0	0.67	0	0.67	0	0.67	0	0.67	0	0.67	0	0.67	0	//
522160	63	1.02	1.02	1.8	0.67	0	0.7453	0	0.8053	0	0.67	0	0.67	0	0.67	0	0.67	0	0.67	0	0.7453	0	0.065	0	0.67	0	0.67	0	0.67	0	0.67	0	0.67	0	0.67	0	0.67	0	//
523380	63	1.02	1.02	1.8	0.67	0	0.7427	0	0.8059	0	0.67	0	0.67	0	0.67	0	0.67	0	0.67	0	0.7427	0	0.0635	0	0.67	0	0.67	0	0.67	0	0.67	0	0.67	0	0.67	0	0.67	0	//
524600	63	1.02	1.02	1.8	0.66	0	0.74	0	0.8065	0	0.66	0	0.66	0	0.66	0	0.66	0	0.66	0	0.74	0	0.062	0	0.66	0	0.66	0	0.66	0	0.66	0	0.66	0	0.66	0	0.66	0	//
525820	63	1.02	1.02	1.8	0.66	0	0.7373	0	0.8071	0	0.66	0	0.66	0	0.66	0	0.66	0	0.66	0	0.7373	0	0.0605	0	0.66	0	0.66	0	0.66	0	0.66	0	0.66	0	0.66	0	0.66	0	//
527040	63	1.02	1.02	1.8	0.66	0	0.7346	0	0.8077	0	0.66	0	0.66	0	0.66	0	0.66	0	0.66	0	0.7346	0	0.059	0	0.66	0	0.66	0	0.66	0	0.66	0	0.66	0	0.66	0	0.66	0	//
528260	63	1.02	1.02	1.8	0.65	0	0.7318	0	0.8083	0	0.65	0	0.65	0	0.65	0	0.65	0	0.65	0	0.7318	0	0.0576	0	0.65	0	0.65	0	0.65	0	0.65	0	0.65	0	0.65	0	0.65	0	//
529480	63	1.02	1.02	1.8	0.65	0	0.7291	0	0.8089	0	0.65	0	0.65	0	0.65	0	0.65	0	0.65	0	0.7291	0	0.0562	0	0.65	0	0.65	0	0.65	0	0.65	0	0.65	0	0.65	0	0.65	0	//
530700	63	1.02	1.02	1.8	0.65	0	0.7264	0	0.8095	0	0.65	0	0.65	0	0.65	0	0.65	0	0.65	0	0.7264	0	0.0548	0	0.65	0	0.65	0	0.65	0	0.65	0	0.65	0	0.65	0	0.65	0	//
531920	63	1.02	1.02	1.8	0.64	0	0.7236	0	0.8101	0	0.64	0	0.64	0	0.64	0	0.64	0	0.64	0	0.7236	0	0.0534	0	0.64	0	0.64	0	0.64	0	0.64	0	0.64	0	0.64	0	0.64	0	//
533140	63	1.02	1.02	1.8	0.64	0	0.7209	0	0.8107	0	0.64	0	0.64	0	0.64	0	0.64	0	0.64	0	0.7209	0	0.052	0	0.64	0	0.64	0	0.64	0	0.64	0	0.64	0	0.64	0	0.64	0	//
534360	63	1.02	1.02	1.8	0.64	0	0.7181	0	0.8113	0	0.64	0	0.64	0	0.64	0	0.64	0	0.64	0	0.7181	0	0.0507	0	0.64	0	0.64	0	0.64	0	0.64	0	0.64	0	0.64	0	0.64	0	//
535580	63	1.02	1.02	1.8	0.63	0	0.7154	0	0.8119	0	0.63	0	0.63	0	0.63	0	0.63	0	0.63	0	0.7154	0	0.0493	0	0.63	0	0.63	0	0.63	0	0.63	0	0.63	0	0.63	0	0.63	0	//
536800	63	1.02	1.02	1.8	0.63	0	0.7126	0	0.8125	0	0.63	0	0.63	0	0.63	0	0.63	0	0.63	0	0.7126	0	0.048	0	0.63	0	0.63	0	0.63	0	0.63	0	0.63	0	0.63	0	0.63	0	//
538020	63	1.02	1.02	1.8	0.63	0	0.7098	0	0.8131	0	0.63	0	0.63	0	0.63	0	0.63	0	0.63	0	0.7098	0	0.0467	0	0.63	0	0.63	0	0.63	0	0.63	0	0.63	0	0.63	0	0.63	0	//
539240	63	1.02	1.02	1.8	0.63	0	0.707	0	0.8137	0	0.63	0	0.63	0	0.63	0	0.63	0	0.63	0	0.707	0	0.0454	0	0.63	0	0.63	0	0.63	0	0.63	0	0.63	0	0.63	0	0.63	0	//
540460	63	1.02	1.02	1.8	0.62	0	0.7042	0	0.8143	0	0.62	0	0.62	0	0.62	0	0.62	0	0.62	0	0.7042	0	0.0441	0	0.62	0	0.62	0	0.62	0	0.62	0	0.62	0	0.62	0	0.62	0	//
541680	63	1.02	1.02	1.8	0.62	0	0.7014	0	0.8149	0	0.62	0	0.62	0	0.62	0	0.62	0	0.62	0	0.7014	0	0.0429	0	0.62	0	0.62	0	0.62	0	0.62	0	0.62	0	0.62	0	0.62	0	//
542900	63	1.02	1.02	1.8	0.62	0	0.6986	0	0.8155	0	0.62	0	0.62	0	0.62	0	0.62	0	0.62	0	0.6986	0	0.0417	0	0.62	0	0.62	0	0.62	0	0.62	0	0.62	0	0.62	0	0.62	0	//
544120	63	1.02	1.02	1.8	0.61	0	0.6958	0	0.8161	0	0.61	0	0.61	0	0.61	0	0.61	0	0.61	0	0.6958	0	0.0404	0	0.61	0	0.61	0	0.61	0	0.61	0	0.61	0	0.61	0	0.61	0	//
545340	63	1.02	1.02	1.8	0.61	0	0.6929	0	0.8167	0	0.61	0	0.61	0	0.61	0	0.61	0	0.61	0	0.6929	0	0.0392	0	0.61	0	0.61	0	0.61	0	0.61	0	0.61	0	0.61	0	0.61	0	//
546560	63	1.02	1.02	1.8	0.61	0	0.6901	0	0.8173	0	0.61	0	0.61	0	0.61	0	0.61	0	0.61	0	0.6901	0	0.0381	0	0.61	0	0.61	0	0.61	0	0.61	0	0.61	0	0.61	0	0.61	0	//
547780	63	1.02	1.02	1.8	0.6	0	0.6873	0	0.8179	0	0.6	0	0.6	0	0.6	0	0.6	0	0.6	0	0.6873	0	0.0369	0	0.6	0	0.6	0	0.6	0	0.6	0	0.6	0	0.6	0	0.6	0	//
549000	63	1.02	1.02	1.8	0.6	0	0.6844	0	0.8184	0	0.6	0	0.6	0	0.6	0	0.6	0	0.6	0	0.6844	0	0.0357	0	0.6	0	0.6	0	0.6	0	0.6	0	0.6	0	0.6	0	0.6	0	//
550220	63	1.02	1.02	1.8	0.6	0	0.6815	0	0.819	0	0.6	0	0.6	0	0.6	0	0.6	0	0.6	0	0.6815	0	0.0346	0	0.6	0	0.6	0	0.6	0	0.6	0	0.6	0	0.6	0	0.6	0	//
551440	63	1.02	1.02	1.8	0.59	0	0.6787	0	0.8196	0	0.59	0	0.59	0	0.59	0	0.59	0	0.59	0	0.6787	0	0.0335	0	0.59	0	0.59	0	0.59	0	0.59	0	0.59	0	0.59	0	0.59	0	//
552660	63	1.02	1.02	1.8	0.59	0	0.6758	0	0.8202	0	0.59	0	0.59	0	0.59	0	0.59	0	0.59	0	0.6758	0	0.0324	0	0.59	0	0.59	0	0.59	0	0.59	0	0.59	0	0.59	0	0.59	0	//
553880	63	1.02	1.02	1.8	0.59	0	0.6729	0	0.8208	0	0.59	0	0.59	0	0.59	0	0.59	0	0.59	0	0.6729	0	0.0313	0	0.59	0	0.59	0	0.59	0	0.59	0	0.59	0	0.59	0	0.59	0	//
555100	63	1.02	1.02	1.8	0.58	0	0.67	0	0.8214	0	0.58	0	0.58	0	0.58	0	0.58	0	0.58	0	0.67	0	0.0303	0	0.58	0	0.58	0	0.58	0	0.58	0	0.58	0	0.58	0	0.58	0	//
556320	63	1.02	1.02	1.8	0.58	0	0.6672	0	0.822	0	0.58	0	0.58	0	0.58	0	0.58	0	0.58	0	0.6672	0	0.0292	0	0.58	0	0.58	0	0.58	0	0.58	0	0.58	0	0.58	0	0.58	0	//
557540	63	1.02	1.02	1.8	0.58	0	0.6643	0	0.8226	0	0.58	0	0.58	0	0.58	0	0.58	0	0.58	0	0.6643	0	0.0282	0	0.58	0	0.58	0	0.58	0	0.58	0	0.58	0	0.58	0	0.58	0	//
558760	63	1.02	1.02	1.8	0.57	0	0.6614	0	0.8232	0	0.57	0	0.57	0	0.57	0	0.57	0	0.57	0	0.6614	0	0.0272	0	0.57	0	0.57	0	0.57	0	0.57	0	0.57	0	0.57	0	0.57	0	//
559980	63	1.02	1.02	1.8	0.57	0	0.6584	0	0.8237	0	0.57	0	0.57	0	0.57	0	0.57	0	0.57	0	0.6584	0	0.0262	0	0.57	0	0.57	0	0.57	0	0.57	0	0.57	0	0.57	0	0.57	0	//
